site	x	y	road_len	area	rd_dens	prec_mean	prec_sd	prec_cv	Ave_catchment_order	Ave_river_protect	Ave_imperviousness	Ave_natural_cover	Ave_pressure_sum	ave_logNconcen	mean_C_percent	mid_pH	masr	mat	elev	ALP	BG	BGC	BGL	BL	BRock	GY	HCPYB	HCYB	ice	IRENYB	IYBBL	IYBLRE	IYBLYB	IYBRE	IYGRE	IYGYB	lake	LIT	MSoil	OR	POD	PYB	PYBL	PYBP	PYBP/YBL	R/YP/YBL	RE	RE/YBP	REND	rive	RL	SAGY	SAOR	SKele	town	UYB	UYG	YB	YBL	YBL/YB	YBP	YBP/YBL	YBS	YBST	YG	artificial2	bare2	water2	cropland2	grassland2	scrub2	forest2	artificial3	bare3	water3	cropland3	grassland3	scrub3	forest3	bare	scrub	exotic_grassland	ind_forest	tussock	plantations	urban	freshwater	marine	high_alt	low_alt	urbanised	aquatic_veg	Alpine Grass/Herbfield	Broadleaved Indigenous Hardwoods	Built-up Area (settlement)	Coastal Sand and Gravel	Deciduous Hardwoods	Depleted Grassland	Exotic Forest	Fernland	Flaxland	Forest - Harvested	Gorse and/or Broom	Gravel and Rock	Herbaceous Freshwater Vegetation	High Producing Exotic Grassland	Indigenous Forest	Lake and Pond	Landslide	Low Producing Grassland	Mangrove	Manuka and/or Kanuka	Matagouri or Grey Scrub	Mixed Exotic Shrubland	Orchard Vineyard & Other Perennial Crops	Permanent Snow and Ice	River	Short-rotation Cropland	Sub Alpine Shrubland	Surface Mines and Dumps	Tall Tussock Grassland	Transport Infrastructure	Urban Parkland/Open Space	Richness	Rapaport node
MO	175.46978912915756	-40.435349725315376	2715658.47	424496.04	0.309248447	1612.75	676.66	0.42	3.219638243	0.262616021	0.016311743	0.36806539	0.59345186	-0.0768518	18.73468138	5.7418953	13.8635998	13.2407999	10	0	0	0	0	0	1126.947488	5304.00641	0	0	0	122.3767688	0	0	14055.68036	0	0	99339.2263	33.1423	0	0	0	0	3041.741773	0	0	0	0	54925.28556	0	8976.328423	151.6161938	0	14264.53275	13679.25244	0	8510.9064	0	0	413499.8079	153018.8883	0	155.4382063	0	0	1608.323442	27042.4072	5129.557511	1021.097506	1683.251799	1035.054563	318256.7135	53667.77812	43702.58307	5413.05	1012.88	1690.69	1501.72	315932.87	54581.42	44363.23	1599.67	12566.98	312745.3	73618.29	4674.68	12172.59	5413.05	1705.3	0	8832.55	3858.98	5250.39	14.61	0	34911.67	4088.38	0	1657.13	0	10515.46	14.75	0	586.79	3687.22	906.34	14.61	311243.58	31603.85	161.73	106.54	3851.24	0	8828.63	7.74	28.64	86.33	0	1528.96	1415.39	7102.77	133.05	823.44	29.61	1162.01	387	7
MPT	175.8478922849706	-40.341933299958384	21571.55	2646.49	0.987512469	1221.59	79.68	0.065	3.333333333	0.178508333	0.036870025	0.2520181	0.571103917	-0.379136723	16.84062461	5.609374922	13.8059998	12.7372999	74	0	0	0	0	0	0	153.9702625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368.791606	0	0	0	0	0	0	0	180.1241125	0	0	2632.74625	2388.571569	0	0	0	0	0	0	65.98405901	0	3.991196755	33.2693392	1904.307311	402.5806655	236.3544087	65.96	0	3.95	33.33	1899.89	402.57	240.78	0	10.5	1836.09	581.77	97.13	51.08	65.96	3.95	0	0	97.13	65.96	0	0	392.07	36.73	0	9.68	0	41.4	0	0	0	0	0	0	1802.76	189.7	1.98	0	97.13	0	10.5	0	0	2.34	0	1.97	30.99	0	0	0	0	29.23	369	11
MRP	177.1402142502534	-39.08087658015782	836080.77	235664.67	0.352067649	1385.78	308.13	0.222	3.241935484	0.271680184	0.009950986	0.668547338	0.615634694	0.246332889	13.19450133	5.655097275	14.6337004	14.1297998	20	0	0	0	0	0	2521.458669	0	0	0	0	0	0	0	0	0	0	1215.517294	0	0	0	358.8207375	24598.05186	0	0	18523.16688	0	0	945.0991188	0	0	0	0	0	0	0	0	0	0	287231.6033	443.1290375	0	140005.4831	4063.121381	0	0	366.4872188	68.41755108	532.6201561	728.0816612	191.5741119	34177.72971	37500.02865	162466.2231	68.39	545.15	727.38	251.02	32413.35	42364.73	159294.62	8071.78	36501.88	28494.37	122493.81	4134.15	35137.03	68.39	763.23	0	1255.08	3396.59	5.92	35.85	0	5784.92	5.92	0	152.95	0	34984.08	299.1	0	7526.63	1574.51	439.59	35.85	28243.35	116630.96	22.42	105.56	3396.59	0	34585.74	0	42.53	4.27	0	704.96	246.75	77.93	8.73	737.56	53.74	0	1498	7
MSB	174.85104669867033	-37.67876245034147	13766.06	3666.87	0.387263447	1404.69	46.58	0.033	3.333333333	0.044111111	0.011152622	0.043665211	0.689611	-0.088503476	31.79999979	6.185185093	12.9565001	14.7166004	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.8063688	0	0	0	0	0	0	0	0	0	0	4518.967901	1750.887078	0	0	0	0	0	0	0	0	2.637308531	46.75895798	3508.443303	14.35518327	94.6795081	0	0	2.49	46.68	3307.4	20.38	289.89	0	16.89	3350.27	51.44	3.81	241.94	0	2.49	0	0	3.81	0	0	0	3.49	0	0	0	0	241.94	0	0	0	0	0	0	3303.59	47.95	2.49	0	3.81	0	16.89	0	0	0	0	0	46.68	0	0	0	0	0	3391	21
MTK	174.71057299509945	-36.34433027496504	9148.67	1405.5	0.573009372	1363.98	7.11	0.005	2.909090909	0.112854545	0.023816273	0.356567409	0.663730273	0.843729641	20.96666628	5.124999854	14.7540998	15.4538002	20	0	0	0	0	0	0	412.98855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3077.067606	0	0	0	0	0	0	0	2.211826602	0	0	1.688559991	599.2062388	167.9986093	634.3925454	2.18	0	0	1.67	607.62	235.99	558.01	0	116.98	586.28	486.7	23.01	190.32	2.18	0	0	0	23.01	2.18	0	0	119.01	2.18	0	14.31	0	176.01	0	0	0	0.11	0	0	584.61	367.69	0	0	23.01	0	116.87	0	0	1.67	0	0	0	0	0	0	0	0	2716	17
MTR	175.49618348640055	-41.05478599555888	89767.3	11860.11	0.719399154	1607.72	376.35	0.234	3.266666667	0.354933333	0.0191964	0.5846718	0.611099467	-0.278725333	19.621505	5.5193549	13.5234003	12.8449001	57	0	0	0	0	0	0	171.9272625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1878.3994	0	0	0	0	0	0	0	332.6755125	0	0	10590.80431	0	0	0	0	0	4738.261	0	171.3672209	33.81895834	4.437640075	1.614403862	5813.324455	2638.776674	3196.767908	181.45	33.74	4.28	1.6	5684.77	2736.14	3218.18	174.3	1226.64	5405.73	3899.54	280.64	687.58	181.45	4.28	0	33.74	280.64	179.51	0	0	1509.5	162.26	0	7.38	0	680.2	0	0	140.56	39.55	33.74	0	5404.13	2390.04	4.28	0	280.64	0	1187.09	0	0	0	0	0	1.6	0	1.94	0	0	17.25	1693	7
MTU	175.5372374158027	-36.66367481521432	0	219.56	0.08570648	1567.4	5.92	0.004	2.333333333	0.135566667	0.005057767	0.929866	0.795995667	0.24788145	27.71999968	5.18000002	14.0160999	15.0625	19	0	0	816.0963125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.50046875	0	0	0	0	0	0	0	0	0	0	749.0436563	0	0	0	0	0	0	0	0	0	0	0	0.055853725	79.5871953	139.918071	0	0	0	0	0.04	79.55	139.97	0	79.55	0.04	139.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	139.97	0	0	0	0	79.55	0	0	0	0	0	0	0	0	0	0	0	651	17
MU	174.80443465432742	-37.18826286192272	33942.8	2335.5	1.586583495	1224.64	26.31	0.021	2.75	0.0506875	0.07602365	0.027474725	0.569385375	0.051136823	20.54999962	5.095833342	13.9279003	15.0319004	20	0	0	0	4431.329011	42.3765	0	0	0	0	0	0	772.4217441	0	0	0	0	0	0	0	0	183.175525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.978730379	0	0	1035.152984	1219.745342	3.728287057	72.89423225	22.29	0	0	1236.9	1002.95	16.49	56.86	0	0	2239.85	53.9	0	19.45	22.29	0	0	0	0	22.29	0	0	16.49	22.29	0	0	0	19.45	0	0	0	0	0	0	1002.95	37.41	0	0	0	0	0	0	0	20.8	0	0	1216.1	0	0	0	0	0	3991	16
MUG	175.818031838023	-40.33185624471685	1792588.61	318848.97	0.294648737	1514	324.04	0.214	3.220430108	0.245757849	0.014878629	0.313855455	0.591296571	0.382539333	18.79039684	5.748823728	13.6976004	12.3980999	60	0	0	0	0	0	161.2207125	3976.54954	0	0	0	122.3767688	0	0	12133.46203	0	0	65250.05456	33.1423	0	0	0	0	3060.964746	0	0	0	0	35192.23237	0	9504.507398	0	0	12279.2954	5966.329106	0	1327.405163	0	0	330199.8802	143700.7007	0	0	0	0	0	804.8335188	1030.404228	691.1879565	957.894592	337.5364136	252643.0332	32112.62851	31076.28036	1065.63	686.24	965.03	337.78	251362.55	33008.67	31422.69	898.34	9834.23	250209.11	47128.88	1485.6	7256.15	1065.63	970.65	0	4332.23	1079.38	1006.93	5.62	0	19867.22	738.75	0	902.04	0	6354.11	14.75	0	212.1	3158.21	611.05	5.62	249871.33	23954.44	84.56	75.19	1071.64	0	6638.22	7.74	15.31	2.34	0	880.47	335.44	3307.22	37.12	413.96	21.58	268.18	430	11
MWB	176.11291941943085	-40.23861582743432	2275.55	223.55	1.71575737	955.25	17.41	0.018	4.333333333	0.099433333	0.0415594	0.0262158	0.587359	-0.406362107	18.3999996	5.5999999	13.8348999	12.7038002	160	0	0	0	0	0	0	0	0	0	0	0	0	0	408.0561125	0	0	0	0	0	0	0	0	0	0	0	0	0	388.8217875	0	0	0	0	0	0	0	0	0	0	0	588.7282	0	0	0	0	0	0	0	0	1.684218967	0	219.045735	0	2.819680687	0	0	1.64	0	219.17	0	2.74	0	0	219.17	2.17	0	0.57	0	1.64	0	0	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0	0	219.17	2.17	1.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	11
MWF	176.94735505467796	-39.003304000014836	724244.93	219849.63	0.472371697	1445.4	145.11	0.1	3.236781609	0.279591724	0.008759509	0.694858463	0.617153768	0.149534	12.77937235	5.597225487	14.5153999	13.6780005	80	0	0	0	0	0	2316.564838	0	0	0	0	0	0	0	0	0	0	904.961875	0	0	0	548.6210063	26300.74663	0	0	20916.58781	0	0	945.0991188	0	0	0	0	0	0	0	0	0	0	287140.3524	443.1290375	0	118414.824	0	0	0	366.4872188	63.70682701	511.6341412	595.4152197	117.7453656	28779.0126	34754.53236	155027.5791	63.72	524.4	594.63	117.75	27627.37	39751.53	151170.16	7384.84	34477.69	23831.07	120550.6	3877.47	29032.96	63.72	631.21	0	1240.06	3141.58	5.92	36.58	0	5193.85	5.92	0	73.65	0	28959.31	288.33	0	6860.44	1241.01	424.18	36.58	23713.32	115276.76	21.48	100.22	3141.58	0	32905.82	0	42.53	4.27	0	573.15	113.48	79.99	5.34	735.89	52.46	0	1012	10
MWP	175.32247173148076	-39.42952024405835	495.82	453.16	0.500110209	1397.06	16.51	0.012	3.75	0.1031	0.0167138	0.09664915	0.54991475	0.091716418	18.3999996	6.6999998	13.3192997	10.7931995	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1348.373781	0	0	0	0	0	0	0	0	0.346955645	0	451.7091792	0	1.101360259	0	0	0.33	0	451.78	0	1.05	0	0	451.78	1.05	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451.78	1.05	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	11
MWW	175.25755155505496	-40.50236563023453	3887103.94	578298.91	0.674990833	1270.17	490.05	0.386	3.214600378	0.24940579	0.017599523	0.344132765	0.594928571	0.16265605	18.52162408	5.767092275	13.7227001	13.0236998	10	0	0	0	0	0	2412.62975	12688.33448	0	0	0	122.3767688	0	0	14820.66849	0	0	139967.7759	42.84857042	0	0	3935.864258	0	5333.047591	0	0	0	0	97055.4362	0	10181.54598	151.6161938	0	16396.47059	16258.57583	0	14578.20086	0	0	507368.5992	206352.0972	0	155.4382063	0	22410.34031	2090.5041	56589.4006	6594.486118	1223.98892	2685.888656	6193.821994	441394.8626	61847.42162	58358.43862	6903.91	1213.36	2690.58	6912.74	438729.25	62802.8	59046.27	1912.58	14382.64	436243.61	88878.4	9220.64	17920.93	6903.91	2836.2	0	11986.86	7026.02	6690.07	177.74	0	39755.39	5320.31	1.44	2293.47	0	15627.46	46.41	32.12	699.22	4262.71	1085.26	145.62	429330.87	40426.12	301.43	126.66	7015.93	0	9942.3	10.09	89.01	221.53	0	2389.15	6691.21	8696.89	153.55	2204.71	60.29	1369.76	816	7
NKU	174.66978938708942	-36.570990005206276	0	83.31	1.098887205	1370.25	4.82	0.004	3	0.050225	0.0465534	0.52337575	0.72763275	0.516406333	12.3999996	5	13.4913998	14.9400997	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708.6428	0	0	0	0	0	0	0	0	0	0	0	3.265581164	37.47169252	42.57767112	0	0	0	0	3.25	37.41	42.64	0	37.41	3.25	42.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25	42.64	0	0	0	0	37.41	0	0	0	0	0	0	0	0	0	0	0	3920	18
O	174.7449280865737	-36.80753705763737	3789.29	91.86	5.94478941	1037	4.32	0.004	1.333333333	0.034766667	0.673314	0.271347333	0.465039667	-0.289611	0	0	12.5801001	15.7505999	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13948.03413	0	0	0	0	0	0	0	0	0	0	62.03651798	0	0	0	0	0	29.82578366	62.01	0	0	0	0	0	29.86	0	0	0	29.86	0	0	62.01	0	0	0	0	62.01	0	0	0	55.89	0	0	0	0	0	0	0	0	0	0	0	29.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12	2884	16
OAG	175.92771082938228	-39.9363478844366	0	20.09	0.708413363	1351	0	0	3	0.178	0.0264499	0.0521324	0.568145	0.267354667	18.3999996	5.70000005	13.5275002	10.7103996	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925.2228375	507.3244875	0	0	0	0	0	0	0	0	0	0	14.84408818	2.713965893	2.536022917	0	0	0	0	14.85	2.7	2.54	0	2.7	14.85	2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.85	2.54	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	413	12
OAK	174.7052561073583	-36.87573269365178	97209.54	1237.96	7.419490337	1119.31	33.3	0.03	2.166666667	0.087516667	0.804660667	0.102673383	0.451738333	-0.170373359	0	0	13.1173	15.4217997	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20630.02732	0	0	0	0	0	0	0	0	0	0	1205.201941	0	0	0	0	1.0797851	31.67692633	1205.38	0	0	0	0	9.47	23.08	0	0	0	31.1	0	1.45	1205.38	0	0	0	0	1205.38	0	0	9.47	997.31	0	0	0	1.45	0	0	0	0	0	0	0	21.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.07	3361	16
OAL	175.65990345672225	-40.173418071655284	140646.38	30360.5	0.017673749	2124	0	0	3.15625	0.381609375	0.011019016	0.60781872	0.693465047	-0.12735602	18.85224321	5.779487115	13.9259005	12.4862003	139	0	0	0	0	0	104.9945375	144.3726188	0	0	0	0	0	0	1005.292319	0	0	11466.37318	0	0	0	0	0	0	0	0	0	0	3782.187425	0	0	0	0	0	2995.035288	0	0	0	0	60795.89866	23132.20693	0	0	0	0	0	2942.296144	17.9519572	138.4626848	198.7607922	16.4624267	19561.38393	3439.213339	6988.263348	17.89	136.82	198.61	29.21	19557.34	3476.52	6944.13	165.62	525.83	18100.3	8651.62	1485.8	1214.4	17.89	199.06	0	2770.83	162.62	17.89	0.45	0	1622.39	17.89	0	303.99	0	910.41	0	0	28.8	139.9	117	0.45	18071.09	5700.93	8.1	19.82	160.27	0	382.06	2.35	1.52	0	0	190.51	29.21	1328.3	0	1325.53	0	0	1040	10
OAM	175.04280329609702	-38.147649915690295	1118.44	869.95	0.184965581	2172.42	59.28	0.027	3.2	0.316	0.0077756	0.6219538	0.6717946	-0.2400405	16.6499996	6.116666633	13.3641005	13.5510998	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.3602133	0	0	0	0	0	0	0	0	0	0	2121.006225	893.2789625	0	0	0	0	0	0	0	0	0	0	319.6482389	14.86746525	535.4296303	0	0	0	0	335.64	7.05	527.26	0	0	335.64	525.51	0	8.8	0	0	0	0	0	0	0	0	7.05	0	0	0	0	8.8	0	0	0	0	0	0	335.64	518.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	12
OB	175.2126991868467	-36.992203809804856	1535.06	113.31	0.903310001	1232.4	30.96	0.025	3.5	0.18465	0.0135932	0.616888	0.7243475	0.6737458	13.1499996	5.3249998	13.1314001	14.0615997	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882.091561	0	0	0	0	0	0	0	0	0	0	0	0	33.49913082	79.81018118	0	0	0	0	0	0.44	112.86	0	0.4	0	0.86	0	112.04	0	0	0	0	0	0	0	0	0.04	0	0	0	0	112.04	0	0	0	0	0	0	0	0.82	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	2293	21
OHP	171.3267301413706	-44.215232488341435	9423.85	896.9	1.341664553	521.84	18.79	0.036	4	0.08178	0.0565051	0.07419114	0.4220574	0.648124	12.06666627	6.166666583	13.1110001	11.1148005	20	0	0	0	0	0	0	64.33246875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2669.368875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249.908013	2.684450292	0	0	161.8843035	724.9613193	0	7.367117042	2.58	0	0	161.88	723.36	0	9.08	0	0	885.24	0	0	9.08	2.58	0	0	0	0	2.58	0	0	0	2.58	0	0	0	9.08	0	0	0	0	0	0	723.36	0	0	0	0	0	0	0	0	0	0	0	161.88	0	0	0	0	0	641	4
OMR	169.9582684854219	-44.48967181473681	59796.54	30543.88	0.197962925	506.39	81.58	0.161	3.413793103	0.178344828	0.003517366	0.520319897	0.577806793	-0.185228267	11.88852419	5.775409704	14.5466003	9.7734003	439	0	752.4361519	0	0	0	0	0	0	19936.17849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5210.541985	0	0	0	0	0	0	0	0	0	7817.553967	5318.719476	0	0	0	0	0	5298.294613	1570.916797	34.27347113	1607.350559	6.267756264	1013.30616	26261.21066	1403.405797	218.0684503	34.24	1605.15	6.21	1013.31	26269.06	1413.36	202.42	868.12	1403.15	3491.65	749.85	23767.13	199.81	34.24	29.8	0	10134.87	11124.72	33.59	23.59	737.03	7.66	26.52	0	126.18	5173.24	73.63	0	0	0	17.88	868.12	23.59	2478.34	2.61	6.21	0	10066.72	0	9.68	1058	317.59	0.5	0	0	1012.81	2.55	0.65	8527.17	0	7.07	1115	4
OMW	175.0575821515491	-38.022995241353414	446.32	130.65	0.471951783	2204.25	1.79	0.001	3	0.223266667	0.0163944	0.628245333	0.637360333	-0.379606875	25.1499996	5.3000002	12.5783005	11.8016005	440	0	0	2456.167763	0	55.2412125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.6519879	0	0	0	0	0	0	130.65	0	0	0	130.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	20
OP	174.5946545563571	-36.89506568775029	24985.72	1597.99	1.598400116	1420.89	4.2	0.003	3.125	0.1422125	0.088039025	0.760792125	0.67730525	0.26256203	13.58235256	5.711764553	13.3042002	14.8015003	36	0	0	3811.755511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.76835	0	0	0	0	59.6147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.40102329	0	0	16.52443652	289.0448305	309.4060435	963.6172085	19.25	0	0	16.48	283.89	316.02	962.34	0	297.52	298.29	967.92	2.08	12.92	19.25	0	0	0	2.08	19.25	0	0	18.5	19.25	0	0	0	12.92	0	0	0	0	0	0	281.81	949.42	0	0	2.08	0	294.6	0	2.92	12.29	0	0	4.19	0	0	0	0	0	2148	20
OPH	171.27417180014154	-44.26280554703812	841951.4	174035.77	0.47930333	731.25	227.14	0.311	3.331877729	0.21590786	0.013180731	0.279163249	0.606329607	0.035068176	15.8658136	5.469534801	12.9736996	10.9982996	13	23909.73641	0	0	0	0	0	421.1870875	0	41188.2525	0	0	0	0	0	0	0	20724.45615	0	0	0	0	0	0	0	0	0	0	25001.13852	0	717.3738136	3579.849036	0	0	0	0	88.11234375	2039.660194	0	44644.75726	0	0	0	0	0	19183.00456	121143.6134	286.2351863	10078.77041	752.2690747	6413.320987	138895.4634	9533.310006	8076.403319	316.55	10144.6	758.62	6727.45	135563.28	12077.09	8448.21	6432.53	8726.91	103234.89	7288.21	39034.44	8222.25	316.55	780.02	0	32820.71	20379.4	284.05	21.4	3846.38	2302.71	215.24	0	3147.1	911.25	5075.15	29.93	0	134.31	4097.18	6264.78	21.4	96507.44	91.65	617.44	33.44	16461.11	0	494.32	3918.29	187.19	17.01	0	141.18	6710.44	1047.47	21.81	21662.08	10.69	68.81	369	4
OPU	170.9796589729505	-44.0806952652034	81512.02	45736.16	0.187367365	988.33	222.12	0.225	3.283783784	0.370886486	0.00662653	0.467797514	0.610389784	0.12645365	14.36283746	5.384459305	14.1585999	10.2490997	240	23017.68342	0	0	0	0	0	182.7968063	0	19506.45172	0	0	0	0	0	0	0	2569.764358	0	0	0	0	0	0	0	0	0	0	3593.501281	0	0	0	0	0	0	0	0	2039.660194	0	13908.59942	0	0	0	0	0	7062.066198	25893.42027	3.383497072	8236.623011	603.7771346	684.1453248	33520.46328	1895.217277	792.5529293	3.27	8287.63	603.71	695.98	32805.94	2402.82	936.84	4770	1600.37	9601.77	4321.04	23894.85	935.88	3.27	609.01	0	20669.57	12554.79	1.54	5.3	3518.59	249.15	0.85	0	508.34	537.77	427.54	26.88	0	0.96	423.85	4746.1	5.3	8905.79	0	603.71	22.94	11505.5	0	94.2	1049.29	6.15	0	0	0	695.98	553.3	1.73	11851.58	0	0.69	273	4
OR	174.71480693586327	-36.6696111223187	0	25.14	1.051735282	1186	0	0	1.5	0.06855	0.0242772	0.4933579	0.740549	0.508751	12.3999996	5	13.0569	15.3164997	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.42575	0	0	0	0	0	0	0	0	0	0	0	0	13.15029355	11.98899162	0	0	0	0	0	13.16	11.98	0	13.16	0	9.63	0	2.35	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35	0	0	0	0	0	0	0	9.63	0	0	0	0	13.16	0	0	0	0	0	0	0	0	0	0	0	3037	18
ORO	175.52109449536948	-40.27710200182705	0	0.16	0.96	780	0	0	6	0.0603	0.0727105	0.135543	0.481377	0.1270045	8.8999996	7.4000001	14.0374002	13.1518002	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258.646875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139046622	0	0.019682104	0	0	0	0	0.14	0	0.02	0	0	0	0	0.02	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	429	7
OT	174.7081575405593	-36.68046561770616	2550.61	105.77	2.636023521	1152.33	2.87	0.002	2.5	0.077	0.0850566	0.461883	0.68277	0.204491314	12.3999996	5.6	13.0151997	15.3067999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440.06885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645.86275	0	0	0	0	0	0	0	0.37331258	0	0	0.181903302	43.91532083	32.44313543	28.85875821	3.86	0	0	0.17	43.68	46.65	11.41	0	41.16	43.85	10.94	0	5.96	3.86	0	0	0	0	3.49	0	0	5.49	3.49	0	0	0	5.96	0	0	0	4.25	0	0	43.68	5.45	0	0	0	0	36.91	0	0	0	0	0	0.17	0	0	0	0.37	0	2324	18
OTH	174.70251000848006	-36.73733780475482	58566.91	895.94	6.402213573	1127.23	5.71	0.005	2.285714286	0.064414286	0.632367	0.130131514	0.481317714	0.1246901	18.62499975	4.474999994	12.7250004	15.2249002	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.63355	0	0	0	0	1255.02905	0	0	0	0	0	0	0	0	0	0	0	0	6974.017066	0	0	218.8662	425.717	0	0	0	0	0	0	634.5915715	0	41.12896159	0	132.004813	28.3851978	59.82555449	750.15	0	41.02	0	47.2	13.27	44.3	0	9.52	47.2	28.97	0	19.08	750.15	41.02	0	0	0	726.79	0	0	3.75	548.4	0	0	0	19.08	0	0	0	0	0	0	47.2	25.22	41.02	0	0	0	3.91	0	5.61	0	0	0	0	0	0	0	23.36	178.39	2267	16
OTN	174.674023871365	-36.56370140812848	0	27.49	1.166915894	1366	0	0	2.5	0.05485	0.04809815	0.6305545	0.7554635	0.303842444	12.3999996	5	13.5347004	14.9492998	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708.6428	0	0	0	0	0	0	0	0	0	0	0	0	13.65754139	13.83147651	0.22	0	0	0	0	13.39	13.87	0	13.39	0	13.87	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.87	0	0	0	0	13.39	0	0	0	0	0	0	0	0	0	0.22	0	3372	18
OTR	174.89018288272968	-36.95564840738832	55674.89	1783.05	3.626404285	1084.85	13.18	0.012	2.888888889	0.043577778	0.359069978	0.125353244	0.535804778	0.212818552	18.12272695	5.063636232	12.6222	14.9389	15	0	0	0	0	691.6425313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9028.702822	0	0	2894.410494	0	0	0	0	0	0	0	152.7448053	0	0.674984328	6.566527237	1495.069634	17.18627502	110.8096735	523.86	0	0.66	6.56	1122.15	16.97	112.86	0.22	4.72	1128.71	93.39	0	31.5	523.86	0.66	0	0	0	522.92	0	0	12.25	503.68	0	3.05	0	28.45	0	0	0.22	1.63	0	0	1122.15	81.14	0.66	0	0	0	3.09	0	0	1.67	0	0	4.89	0	0.94	0	0	19.24	2992	20
